candidate_feature_subset_mask,candidate_feature_subset_members,seed,stable_row_id,id,source_row_id,dev_position,population,primary_case,transition_role,signature_support,assigned_action_set,evaluated_actions,gold_label,joint_prediction,selector_prediction,joint_correct,selector_correct,correct_to_incorrect,incorrect_to_correct,abstention_objective_passed,selector_objective_passed,safety_target,safety_target_reason
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,clinic_expansion__role_swap,clinic_expansion__role_swap,clinic_expansion__role_swap,41,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,clinic_expansion__title_name_swap,clinic_expansion__title_name_swap,clinic_expansion__title_name_swap,42,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_039__entity_swap,generated_fact_039__entity_swap,generated_fact_039__entity_swap,74,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_039__event_swap,generated_fact_039__event_swap,generated_fact_039__event_swap,75,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_039__evidence_deletion,generated_fact_039__evidence_deletion,generated_fact_039__evidence_deletion,80,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_039__evidence_truncation,generated_fact_039__evidence_truncation,generated_fact_039__evidence_truncation,81,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_039__irrelevant_evidence,generated_fact_039__irrelevant_evidence,generated_fact_039__irrelevant_evidence,82,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_039__location_swap,generated_fact_039__location_swap,generated_fact_039__location_swap,76,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_039__none,generated_fact_039__none,generated_fact_039__none,72,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",SUPPORT,NOT_ENTITLED,NOT_ENTITLED,false,false,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_039__paraphrase,generated_fact_039__paraphrase,generated_fact_039__paraphrase,73,DISCOVERY_IDENTITY_UNION_CONTRAST,false,,UNSEEN,"[""00000""]","[""00000""]",SUPPORT,NOT_ENTITLED,NOT_ENTITLED,false,false,false,false,,,OPTIONAL,UNSEEN_SIGNATURE_ABSTAINS
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_039__polarity_flip,generated_fact_039__polarity_flip,generated_fact_039__polarity_flip,83,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",REFUTE,REFUTE,REFUTE,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_039__predicate_swap,generated_fact_039__predicate_swap,generated_fact_039__predicate_swap,79,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_039__role_swap,generated_fact_039__role_swap,generated_fact_039__role_swap,77,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_039__title_name_swap,generated_fact_039__title_name_swap,generated_fact_039__title_name_swap,78,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_045__entity_swap,generated_fact_045__entity_swap,generated_fact_045__entity_swap,86,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_045__event_swap,generated_fact_045__event_swap,generated_fact_045__event_swap,87,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_045__evidence_deletion,generated_fact_045__evidence_deletion,generated_fact_045__evidence_deletion,92,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_045__evidence_truncation,generated_fact_045__evidence_truncation,generated_fact_045__evidence_truncation,93,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_045__irrelevant_evidence,generated_fact_045__irrelevant_evidence,generated_fact_045__irrelevant_evidence,94,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_045__location_swap,generated_fact_045__location_swap,generated_fact_045__location_swap,88,NONDISCOVERY,false,,SEEN,"[""00000""]","[""00000""]",NOT_ENTITLED,SUPPORT,SUPPORT,false,false,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_045__none,generated_fact_045__none,generated_fact_045__none,84,DISCOVERY_IDENTITY_UNION_CONTRAST,false,,SEEN,"[""00000""]","[""00000""]",SUPPORT,SUPPORT,SUPPORT,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_045__paraphrase,generated_fact_045__paraphrase,generated_fact_045__paraphrase,85,NONDISCOVERY,false,,SEEN,"[""00000""]","[""00000""]",SUPPORT,SUPPORT,SUPPORT,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_045__polarity_flip,generated_fact_045__polarity_flip,generated_fact_045__polarity_flip,95,NONDISCOVERY,false,,UNSEEN,"[""00000""]","[""00000""]",REFUTE,REFUTE,REFUTE,true,true,false,false,,,OPTIONAL,UNSEEN_SIGNATURE_ABSTAINS
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_045__predicate_swap,generated_fact_045__predicate_swap,generated_fact_045__predicate_swap,91,NONDISCOVERY,false,,SEEN,"[""00000""]","[""00000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_045__role_swap,generated_fact_045__role_swap,generated_fact_045__role_swap,89,NONDISCOVERY,false,,SEEN,"[""00000""]","[""00000""]",NOT_ENTITLED,SUPPORT,SUPPORT,false,false,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_045__title_name_swap,generated_fact_045__title_name_swap,generated_fact_045__title_name_swap,90,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_055__entity_swap,generated_fact_055__entity_swap,generated_fact_055__entity_swap,98,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_055__event_swap,generated_fact_055__event_swap,generated_fact_055__event_swap,99,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_055__evidence_deletion,generated_fact_055__evidence_deletion,generated_fact_055__evidence_deletion,104,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_055__evidence_truncation,generated_fact_055__evidence_truncation,generated_fact_055__evidence_truncation,105,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_055__irrelevant_evidence,generated_fact_055__irrelevant_evidence,generated_fact_055__irrelevant_evidence,106,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_055__location_swap,generated_fact_055__location_swap,generated_fact_055__location_swap,100,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_055__none,generated_fact_055__none,generated_fact_055__none,96,NONDISCOVERY,false,,UNSEEN,"[""00000""]","[""00000""]",SUPPORT,NOT_ENTITLED,NOT_ENTITLED,false,false,false,false,,,OPTIONAL,UNSEEN_SIGNATURE_ABSTAINS
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_055__paraphrase,generated_fact_055__paraphrase,generated_fact_055__paraphrase,97,NONDISCOVERY,false,,SEEN,"[""00000""]","[""00000""]",SUPPORT,SUPPORT,SUPPORT,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_055__polarity_flip,generated_fact_055__polarity_flip,generated_fact_055__polarity_flip,107,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",REFUTE,REFUTE,REFUTE,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_055__predicate_swap,generated_fact_055__predicate_swap,generated_fact_055__predicate_swap,103,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_055__role_swap,generated_fact_055__role_swap,generated_fact_055__role_swap,101,NONDISCOVERY,false,,SEEN,"[""00000""]","[""00000""]",NOT_ENTITLED,SUPPORT,SUPPORT,false,false,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_055__title_name_swap,generated_fact_055__title_name_swap,generated_fact_055__title_name_swap,102,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_073__entity_swap,generated_fact_073__entity_swap,generated_fact_073__entity_swap,110,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_073__event_swap,generated_fact_073__event_swap,generated_fact_073__event_swap,111,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_073__evidence_deletion,generated_fact_073__evidence_deletion,generated_fact_073__evidence_deletion,116,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_073__evidence_truncation,generated_fact_073__evidence_truncation,generated_fact_073__evidence_truncation,117,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_073__irrelevant_evidence,generated_fact_073__irrelevant_evidence,generated_fact_073__irrelevant_evidence,118,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_073__location_swap,generated_fact_073__location_swap,generated_fact_073__location_swap,112,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_073__none,generated_fact_073__none,generated_fact_073__none,108,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",SUPPORT,NOT_ENTITLED,NOT_ENTITLED,false,false,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_073__paraphrase,generated_fact_073__paraphrase,generated_fact_073__paraphrase,109,NONDISCOVERY,false,,SEEN,"[""00000""]","[""00000""]",SUPPORT,SUPPORT,SUPPORT,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_073__polarity_flip,generated_fact_073__polarity_flip,generated_fact_073__polarity_flip,119,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",REFUTE,REFUTE,REFUTE,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_073__predicate_swap,generated_fact_073__predicate_swap,generated_fact_073__predicate_swap,115,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_073__role_swap,generated_fact_073__role_swap,generated_fact_073__role_swap,113,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_073__title_name_swap,generated_fact_073__title_name_swap,generated_fact_073__title_name_swap,114,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_075__entity_swap,generated_fact_075__entity_swap,generated_fact_075__entity_swap,122,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_075__event_swap,generated_fact_075__event_swap,generated_fact_075__event_swap,123,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_075__evidence_deletion,generated_fact_075__evidence_deletion,generated_fact_075__evidence_deletion,128,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_075__evidence_truncation,generated_fact_075__evidence_truncation,generated_fact_075__evidence_truncation,129,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_075__irrelevant_evidence,generated_fact_075__irrelevant_evidence,generated_fact_075__irrelevant_evidence,130,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_075__location_swap,generated_fact_075__location_swap,generated_fact_075__location_swap,124,NONDISCOVERY,false,,SEEN,"[""11000""]","[""11000""]",NOT_ENTITLED,NOT_ENTITLED,NOT_ENTITLED,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_075__none,generated_fact_075__none,generated_fact_075__none,120,NONDISCOVERY,false,,SEEN,"[""00000""]","[""00000""]",SUPPORT,SUPPORT,SUPPORT,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_075__paraphrase,generated_fact_075__paraphrase,generated_fact_075__paraphrase,121,NONDISCOVERY,false,,SEEN,"[""00000""]","[""00000""]",SUPPORT,SUPPORT,SUPPORT,true,true,false,false,,,OPTIONAL,NO_REQUIRED_ALLOW_OR_BLOCK_CONSTRAINT
00100000000000,"[""HEAD_MARGIN_SIGN_SEQUENCE""]",183,generated_fact_075__polarity_flip,generated_fact_075__polarity_flip,generated_fact_075__polarity_flip,131,NONDISCOVERY,false,,UNSEEN,"[""00000""]","[""00000""]",REFUTE,REFUTE,REFUTE,true,true,false,false,,,OPTIONAL,UNSEEN_SIGNATURE_ABSTAINS
