pair_id,canonical_none_row_id,paraphrase_row_id,polarity_flip_row_id,canonical_final_label,paraphrase_final_label,polarity_flip_final_label,canonical_claim,paraphrase_claim,polarity_flip_claim,canonical_evidence,paraphrase_evidence,polarity_flip_evidence,canonical_grammar_status,paraphrase_grammar_status,polarity_flip_grammar_status,canonical_reason_codes,paraphrase_reason_codes,polarity_flip_reason_codes,canonical_claim_text_diff_summary,paraphrase_claim_text_diff_summary,polarity_flip_claim_text_diff_summary,canonical_evidence_text_diff_summary,paraphrase_evidence_text_diff_summary,polarity_flip_evidence_text_diff_summary,automatic_root_cause_class,automatic_evidence,human_canonical_semantics,human_paraphrase_semantics,human_polarity_flip_semantics,human_grammar_validity,human_authority_decision,human_notes,source_record_sha256,reviewer_id,review_protocol_version,reviewed_at_utc,authority_recorded_at_utc,human_review_time_provenance,record_origin,review_method,cohort_confirmation_id
generated_fact_193,generated_fact_193__none,generated_fact_193__paraphrase,generated_fact_193__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Gabriel Costa, the program director, launched the Meridian initiative 193 in Cedar Point during January.","Director Gabriel Costa, the program director, launched the Meridian initiative 193 in Cedar Point during January.","Director Gabriel Costa, the program director, launched the Meridian initiative 193 in Cedar Point during January.","Director Gabriel Costa, the program director, did not launched the Meridian initiative 193 in Cedar Point during January.","During January in Cedar Point, Director Gabriel Costa acting as program director did not launched the Meridian initiative 193.","Director Gabriel Costa, the program director, launched the Meridian initiative 193 in Cedar Point during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,71cb5aa2113052a3c4fe97681ae093471f518ce387770b8acddb2f02b921e687,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_194,generated_fact_194__none,generated_fact_194__paraphrase,generated_fact_194__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Helena Wu, the research lead, restored the Meridian initiative 194 in Delta Bay during March.","Dr Helena Wu, the research lead, restored the Meridian initiative 194 in Delta Bay during March.","Dr Helena Wu, the research lead, restored the Meridian initiative 194 in Delta Bay during March.","Dr Helena Wu, the research lead, did not restored the Meridian initiative 194 in Delta Bay during March.","During March in Delta Bay, Dr Helena Wu acting as research lead did not restored the Meridian initiative 194.","Dr Helena Wu, the research lead, restored the Meridian initiative 194 in Delta Bay during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,ad60f79a8501a60083fe7edf7f54320d0d1f528d9f16e2dbaabcd45f0b839cbe,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_196,generated_fact_196__none,generated_fact_196__paraphrase,generated_fact_196__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Julia Novak, the operations chief, delivered the Meridian initiative 196 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, delivered the Meridian initiative 196 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, delivered the Meridian initiative 196 in Falcon Ridge during July.","Minister Julia Novak, the operations chief, did not delivered the Meridian initiative 196 in Falcon Ridge during July.","During July in Falcon Ridge, Minister Julia Novak acting as operations chief did not delivered the Meridian initiative 196.","Minister Julia Novak, the operations chief, delivered the Meridian initiative 196 in Falcon Ridge during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,341f6160997974d3d1dc4f67145cfe8b587af509feaf54321a7a577bc5e9e7f5,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_197,generated_fact_197__none,generated_fact_197__paraphrase,generated_fact_197__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Kwame Adu, the project curator, opened the Meridian initiative 197 in Granite Coast during September.","Engineer Kwame Adu, the project curator, opened the Meridian initiative 197 in Granite Coast during September.","Engineer Kwame Adu, the project curator, opened the Meridian initiative 197 in Granite Coast during September.","Engineer Kwame Adu, the project curator, did not opened the Meridian initiative 197 in Granite Coast during September.","During September in Granite Coast, Engineer Kwame Adu acting as project curator did not opened the Meridian initiative 197.","Engineer Kwame Adu, the project curator, opened the Meridian initiative 197 in Granite Coast during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,d6b65fe2b9be4d0e629cc08a3eedc8eec57dd8b197c61e3526dc20e0a5dff24b,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_198,generated_fact_198__none,generated_fact_198__paraphrase,generated_fact_198__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Lucia Romano, the technical adviser, selected the Meridian initiative 198 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, selected the Meridian initiative 198 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, selected the Meridian initiative 198 in Horizon Plains during November.","Coordinator Lucia Romano, the technical adviser, did not selected the Meridian initiative 198 in Horizon Plains during November.","During November in Horizon Plains, Coordinator Lucia Romano acting as technical adviser did not selected the Meridian initiative 198.","Coordinator Lucia Romano, the technical adviser, selected the Meridian initiative 198 in Horizon Plains during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,203f63fec12d5c40a6e348057c1fe7560c040f6edce5e61c7d5bbbb420f8b985,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_199,generated_fact_199__none,generated_fact_199__paraphrase,generated_fact_199__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Avery Stone, the program director, approved the Meridian initiative 199 in Aurora City during January.","Director Avery Stone, the program director, approved the Meridian initiative 199 in Aurora City during January.","Director Avery Stone, the program director, approved the Meridian initiative 199 in Aurora City during January.","Director Avery Stone, the program director, did not approved the Meridian initiative 199 in Aurora City during January.","During January in Aurora City, Director Avery Stone acting as program director did not approved the Meridian initiative 199.","Director Avery Stone, the program director, approved the Meridian initiative 199 in Aurora City during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,e13235da1d50513d258f827e624b3c8db9741205d11bab51adb7c768db5ab041,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_200,generated_fact_200__none,generated_fact_200__paraphrase,generated_fact_200__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Bianca Flores, the research lead, launched the Meridian initiative 200 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, launched the Meridian initiative 200 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, launched the Meridian initiative 200 in Beacon Harbor during March.","Dr Bianca Flores, the research lead, did not launched the Meridian initiative 200 in Beacon Harbor during March.","During March in Beacon Harbor, Dr Bianca Flores acting as research lead did not launched the Meridian initiative 200.","Dr Bianca Flores, the research lead, launched the Meridian initiative 200 in Beacon Harbor during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,de6518cb5f103ba46f8552c6183de7aac1abf4013b8b46faf04127b46e6e5550,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_201,generated_fact_201__none,generated_fact_201__paraphrase,generated_fact_201__polarity_flip,REFUTE,REFUTE,SUPPORT,"Professor Chidi Eze, the regional coordinator, restored the Meridian initiative 201 in Cedar Point during May.","Professor Chidi Eze, the regional coordinator, restored the Meridian initiative 201 in Cedar Point during May.","Professor Chidi Eze, the regional coordinator, restored the Meridian initiative 201 in Cedar Point during May.","Professor Chidi Eze, the regional coordinator, did not restored the Meridian initiative 201 in Cedar Point during May.","During May in Cedar Point, Professor Chidi Eze acting as regional coordinator did not restored the Meridian initiative 201.","Professor Chidi Eze, the regional coordinator, restored the Meridian initiative 201 in Cedar Point during May.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,738bc429443f6a5f54359070073e52e6a0722c4561ce8dac2a3363e5c0df48e0,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_202,generated_fact_202__none,generated_fact_202__paraphrase,generated_fact_202__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Daria Volkova, the operations chief, published the Meridian initiative 202 in Delta Bay during July.","Minister Daria Volkova, the operations chief, published the Meridian initiative 202 in Delta Bay during July.","Minister Daria Volkova, the operations chief, published the Meridian initiative 202 in Delta Bay during July.","Minister Daria Volkova, the operations chief, did not published the Meridian initiative 202 in Delta Bay during July.","During July in Delta Bay, Minister Daria Volkova acting as operations chief did not published the Meridian initiative 202.","Minister Daria Volkova, the operations chief, published the Meridian initiative 202 in Delta Bay during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,58486cc2fc1545d393f927bb394211d023548b3621f605b60f069d3a916a40c1,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_203,generated_fact_203__none,generated_fact_203__paraphrase,generated_fact_203__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Ethan Brooks, the project curator, delivered the Meridian initiative 203 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, delivered the Meridian initiative 203 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, delivered the Meridian initiative 203 in Elm Valley during September.","Engineer Ethan Brooks, the project curator, did not delivered the Meridian initiative 203 in Elm Valley during September.","During September in Elm Valley, Engineer Ethan Brooks acting as project curator did not delivered the Meridian initiative 203.","Engineer Ethan Brooks, the project curator, delivered the Meridian initiative 203 in Elm Valley during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,4d618b59f62af48c0e2ab2a28c0a165580a1957a661fbabdf3073f0e4ca58d97,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_204,generated_fact_204__none,generated_fact_204__paraphrase,generated_fact_204__polarity_flip,REFUTE,REFUTE,SUPPORT,"Coordinator Farah Qureshi, the technical adviser, opened the Meridian initiative 204 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, opened the Meridian initiative 204 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, opened the Meridian initiative 204 in Falcon Ridge during November.","Coordinator Farah Qureshi, the technical adviser, did not opened the Meridian initiative 204 in Falcon Ridge during November.","During November in Falcon Ridge, Coordinator Farah Qureshi acting as technical adviser did not opened the Meridian initiative 204.","Coordinator Farah Qureshi, the technical adviser, opened the Meridian initiative 204 in Falcon Ridge during November.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,c5b583687869d0927262807b3e76a3ff8fb0e2bb00561ae342053bb3ebbcadec,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_205,generated_fact_205__none,generated_fact_205__paraphrase,generated_fact_205__polarity_flip,REFUTE,REFUTE,SUPPORT,"Director Gabriel Costa, the program director, selected the Meridian initiative 205 in Granite Coast during January.","Director Gabriel Costa, the program director, selected the Meridian initiative 205 in Granite Coast during January.","Director Gabriel Costa, the program director, selected the Meridian initiative 205 in Granite Coast during January.","Director Gabriel Costa, the program director, did not selected the Meridian initiative 205 in Granite Coast during January.","During January in Granite Coast, Director Gabriel Costa acting as program director did not selected the Meridian initiative 205.","Director Gabriel Costa, the program director, selected the Meridian initiative 205 in Granite Coast during January.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,92f5e5598a3c6e6ab200e69790351707a4a4c6fd53baa3e3da1a9b8e115a6e7f,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_206,generated_fact_206__none,generated_fact_206__paraphrase,generated_fact_206__polarity_flip,REFUTE,REFUTE,SUPPORT,"Dr Helena Wu, the research lead, approved the Meridian initiative 206 in Horizon Plains during March.","Dr Helena Wu, the research lead, approved the Meridian initiative 206 in Horizon Plains during March.","Dr Helena Wu, the research lead, approved the Meridian initiative 206 in Horizon Plains during March.","Dr Helena Wu, the research lead, did not approved the Meridian initiative 206 in Horizon Plains during March.","During March in Horizon Plains, Dr Helena Wu acting as research lead did not approved the Meridian initiative 206.","Dr Helena Wu, the research lead, approved the Meridian initiative 206 in Horizon Plains during March.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,ecac610748b30a97149f6008432c216675363c873b65f3c09427d3e1b438c081,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_208,generated_fact_208__none,generated_fact_208__paraphrase,generated_fact_208__polarity_flip,REFUTE,REFUTE,SUPPORT,"Minister Julia Novak, the operations chief, restored the Meridian initiative 208 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, restored the Meridian initiative 208 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, restored the Meridian initiative 208 in Beacon Harbor during July.","Minister Julia Novak, the operations chief, did not restored the Meridian initiative 208 in Beacon Harbor during July.","During July in Beacon Harbor, Minister Julia Novak acting as operations chief did not restored the Meridian initiative 208.","Minister Julia Novak, the operations chief, restored the Meridian initiative 208 in Beacon Harbor during July.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,ea960955504964157f1258773f2c0442016c01cf2fe9b1a58e75e9c54512303d,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
generated_fact_209,generated_fact_209__none,generated_fact_209__paraphrase,generated_fact_209__polarity_flip,REFUTE,REFUTE,SUPPORT,"Engineer Kwame Adu, the project curator, published the Meridian initiative 209 in Cedar Point during September.","Engineer Kwame Adu, the project curator, published the Meridian initiative 209 in Cedar Point during September.","Engineer Kwame Adu, the project curator, published the Meridian initiative 209 in Cedar Point during September.","Engineer Kwame Adu, the project curator, did not published the Meridian initiative 209 in Cedar Point during September.","During September in Cedar Point, Engineer Kwame Adu acting as project curator did not published the Meridian initiative 209.","Engineer Kwame Adu, the project curator, published the Meridian initiative 209 in Cedar Point during September.",FAIL,FAIL,PASS,"[""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT"",""DID_NOT_INFLECTED_PREDICATE"",""GRAMMAR_TEMPLATE_FAIL""]","[""CANONICAL_ROW_KNOWN_GENERATOR_DEFECT""]",no text difference,no text difference,no text difference,no text difference,multiple changes,negation-only difference,F2_CANONICAL_DEFECT_PROPAGATED_TO_DERIVATIVES,canonical grammar failure propagates to paraphrase canonical_status UNRESOLVED,VALID,VALID,VALID,MULTI_MEMBER_DEFECT,CANONICAL_REGENERATION_REQUIRED,,c00d57fc9150102cae47ab67abb35e9b2d99d8b1f34643f793ebcb7a6cbf9fed,9terry,P3W6F2_HYBRID_HUMAN_REVIEW_V2,2026-08-15T10:12:13Z,2026-08-15T10:12:13Z,NOT_APPLICABLE_STRUCTURAL_COHORT,STRUCTURAL_COHORT_CONFIRMATION,STRUCTURAL_COHORT_CONFIRMATION,P3W6F2_COHORT_CONFIRMATION_03ef1612b55e821318c668aee83beb5db77c0ee48699f0087819a1d9515cef4d
