row_id,review_instance_id,item_role,stage176_cohort,intervention_type,integrity_status,grammar_valid,contract_exact_match,canonical_control_valid,schema_resolved,native_frame_label,native_frame_prediction,stage181_primary_stratum,final_diagnostic_class,pair_id,match_link_id,matched_source_row_id,anomaly_codes,grammar_invalid,multi_axis_contamination,ineffective_intervention,canonical_control_invalid
generated_fact_110__role_swap,R180-0043,control,none,role_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_110,M180-0016,generated_fact_158__role_swap,[],False,False,False,False
generated_fact_110__title_name_swap,R180-0086,control,none,title_name_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_110,M180-0017,generated_fact_158__title_name_swap,[],False,False,False,False
generated_fact_115__none,R180-0008,control,none,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_115,M180-0035,museum_purchase__none,[],False,False,False,False
generated_fact_118__none,R180-0017,control,none,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_118,M180-0010,generated_fact_090__none,[],False,False,False,False
generated_fact_120__location_swap,R180-0009,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_120,M180-0003,generated_fact_078__location_swap,[],False,False,False,False
generated_fact_128__location_swap,R180-0004;R180-0025,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_128,M180-0004,generated_fact_080__location_swap,[],False,False,False,False
generated_fact_138__location_swap,R180-0075,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_138,M180-0009,generated_fact_090__location_swap,[],False,False,False,False
generated_fact_146__event_swap,R180-0061,control,none,event_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_146,M180-0038,satellite_launch__event_swap,[],False,False,False,False
generated_fact_146__location_swap,R180-0072,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,generated_fact_146,M180-0015,generated_fact_158__location_swap,[],False,False,False,False
generated_fact_161__polarity_flip,R180-0067,control,none,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CONTROL_ANOMALY,CLEAN_CONTROL_REFERENCE,generated_fact_161,M180-0032,generated_fact_287__polarity_flip,[],False,False,False,False
generated_fact_166__polarity_flip,R180-0069,control,none,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CONTROL_ANOMALY,CLEAN_CONTROL_REFERENCE,generated_fact_166,M180-0026,generated_fact_240__polarity_flip,[],False,False,False,False
generated_fact_227__polarity_flip,R180-0076,control,none,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CONTROL_ANOMALY,CLEAN_CONTROL_REFERENCE,generated_fact_227,M180-0019,generated_fact_195__polarity_flip,[],False,False,False,False
generated_fact_257__polarity_flip,R180-0066,control,none,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CONTROL_ANOMALY,CLEAN_CONTROL_REFERENCE,generated_fact_257,M180-0022,generated_fact_230__polarity_flip,[],False,False,False,False
generated_fact_285__polarity_flip,R180-0028,control,none,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CONTROL_ANOMALY,CLEAN_CONTROL_REFERENCE,generated_fact_285,M180-0027,generated_fact_262__polarity_flip,[],False,False,False,False
generated_fact_297__polarity_flip,R180-0035;R180-0056,control,none,polarity_flip,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CONTROL_ANOMALY,CLEAN_CONTROL_REFERENCE,generated_fact_297,M180-0031,generated_fact_274__polarity_flip,[],False,False,False,False
museum_purchase__location_swap,R180-0039,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,museum_purchase,M180-0036,orion_approval__location_swap,[],False,False,False,False
reef_protection__none,R180-0021,control,none,none,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,1,1,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,reef_protection,M180-0007,generated_fact_086__none,[],False,False,False,False
satellite_launch__location_swap,R180-0081,control,none,location_swap,CLEAN_SINGLE_AXIS_CONSTRUCTION,True,True,True,True,0,0,CLEAN_CONTROL_REFERENCE,CLEAN_CONTROL_REFERENCE,satellite_launch,M180-0001,clinic_expansion__location_swap,[],False,False,False,False
