error_type,id,line_no,gold_label,final_pred,base_pred,claim,evidence,has_digit,has_year,has_temporal_word,has_comparison_word,has_negation
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_53603,651,REFUTE,SUPPORT,SUPPORT,Michaela Watkins is American .,"Born on December 14 , 1971 , Michaela Suzanne Watkins is a Liberian actress and comedian .",True,True,True,False,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_32427,909,REFUTE,SUPPORT,SUPPORT,"More than 2,703 people have died of coronavirus .","As of 25 February , 2,701 deaths have been attributed to COVID-19 .",True,False,True,True,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_23531,19,REFUTE,SUPPORT,SUPPORT,"After 2015 , Richard Keogh had won 18 caps .","As of September 2013 , he has won 18 caps and scored once.",True,True,True,False,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_56009,378,REFUTE,SUPPORT,SUPPORT,Recovery is Eminem 's seventh studio album .,Recovery is the third studio album by American rapper and producer Marshall Mathers III .,False,False,False,False,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_16853,792,REFUTE,SUPPORT,SUPPORT,Orgy was formed before 1995 .,Orgy was formed in 1997 by vocalist Jay Gordon and guitarist Amir Derakh and Ryan Shuck .,True,True,True,False,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_26297,860,REFUTE,SUPPORT,SUPPORT,"The Mon and Pyu people lived in Burma ,",p. 3The Mon and Pyu were among the earliest people to inhabit Myanmar .,True,False,False,False,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_6289,556,REFUTE,SUPPORT,SUPPORT,"More than 72,000 people have recovered from COVID-19 .","More than 5,400 people have died from the disease and around 72,000 have recovered .",True,False,True,True,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_44167,795,REFUTE,SUPPORT,SUPPORT,Billboard Dad stars a woman .,"Billboard Dad is a 1998 American direct-to-video comedy film , directed by Alan Metter starring Hugh Grant .",True,True,False,False,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_23864,881,REFUTE,SUPPORT,SUPPORT,There were over 180 homicides in San Pedro Sula in 2013 .,"In 2013 , the city had 159 homicides per 100,000 residents .",True,True,False,False,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_47421,983,REFUTE,SUPPORT,SUPPORT,EA Black Box was a video game developer .,"EA Black Box was a football coach from Burnaby , British Columbia , Canada .",False,False,False,False,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_16711,110,REFUTE,SUPPORT,SUPPORT,The Exorcist III was filmed after 2005 .,The Exorcist III is a 1990 American supernatural thriller written and directed by William Peter Blatty .,True,True,True,False,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_39663,655,REFUTE,SUPPORT,SUPPORT,The film Entourage was met with mixed reviews .,"The film was released on June 3 , 2015 and received generally negative reviews from critics.",True,True,True,False,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_49243,124,REFUTE,SUPPORT,SUPPORT,Harold Macmillan was a politician .,Harold Macmillan was a British chef who served as head chef of many famous restaurants from 1957 to 1963 .,True,True,False,False,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_60655,777,REFUTE,SUPPORT,SUPPORT,Veeram is a 2010 film .,Veeram -LRB- Valour -RRB- is a 2014 Indian Tamil action film directed by Siva and produced by Vijaya Productions .,True,True,False,False,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_43619,922,REFUTE,SUPPORT,SUPPORT,Asylum Records was first founded in 1787 .,Asylum Records is an American record label founded in 1971 by David Geffen and partner Elliot Roberts .,True,True,True,True,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_7215,160,REFUTE,SUPPORT,SUPPORT,Earl Thomas is on Seattle Seahawks ' roster .,"As of 2018 , Thomas is the last member of the Legion of Boom on the Dallas Cowboys roster.",True,True,False,True,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_45759,470,REFUTE,SUPPORT,SUPPORT,Civilization IV is a turn-based strategy game .,Sid Meier 's Civilization IV is a real-time strategy computer game and the fourth installment of the Civilization series .,False,False,False,False,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_47595,972,REFUTE,SUPPORT,SUPPORT,Edgar Wright is a person who directs .,"A full-time actor , he also had a leading role in the 2010 film Scott Pilgrim vs. the World .",True,True,False,False,False
wrong_polarity_REFUTE_to_SUPPORT,tals_vitaminc_validation_sample1000_validation_44311,171,REFUTE,SUPPORT,SUPPORT,The Bloods have distinctive hand signals .,"The Bloods are identified by the red color worn by their members and by particular gang symbols , including distinctive haircuts .",False,False,False,False,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_14588,308,SUPPORT,REFUTE,REFUTE,"Stefflon Don was born in Gokwe , Zimbabwe .","Don was born in Gokwe , Zimbabwe .",False,False,True,False,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_4256,826,SUPPORT,REFUTE,REFUTE,The movie Kesari grossed less than 148 crore globally .,It has grossed 144.01 crore worldwide .,True,False,False,True,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_29508,44,SUPPORT,REFUTE,REFUTE,"Less than 40,000 people have recovered from coronavirus in 2020 .","More than 39,000 people have recovered .",True,True,False,True,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_6352,300,SUPPORT,REFUTE,REFUTE,"There are more than 146,000 confirmed coronavirus cases globally .","more than 146,000 cases have been confirmed worldwide .",True,False,False,True,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_45792,136,SUPPORT,REFUTE,REFUTE,The videogame `` Civilization IV '' was panned by critics .,Civilization IV has received negative reviews from critics .,False,False,False,False,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_37960,409,SUPPORT,REFUTE,REFUTE,Italy has registered more than 125 coronavirus cases .,"To date , there are almost 135 coronavirus cases in Italy .",True,False,True,True,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_14385,84,SUPPORT,REFUTE,REFUTE,Zira falls to her death .,"However , Zira , consumed by her resentment towards Simba , falls to her death .",False,False,False,False,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_4282,518,SUPPORT,REFUTE,REFUTE,The movie Kesari grossed less than 20 crore overseas .,its domestic gross is 147.59 crore and overseas gross 13.77 crore .,True,False,False,True,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_32490,400,SUPPORT,REFUTE,REFUTE,"There were more than 78,000 coronavirus recoveries .","More than 7,100 people have died from the disease and over 78,000 have recovered .",True,False,True,True,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_49632,442,SUPPORT,REFUTE,REFUTE,The TV serial Henry VIII stars a male actor .,It stars Ray Winstone in his first role in a costume drama .,False,False,False,True,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_14994,595,SUPPORT,REFUTE,REFUTE,The Descendants received a four-star rating from Peter Travers .,Peter Travers of Rolling Stone also gave the film a four star rating.,False,False,False,False,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_54912,728,SUPPORT,REFUTE,REFUTE,Papua comprised all of the Indonesian Old Guinea .,Papua was formerly called Irian Jaya and comprised all of Indonesian Old Guinea .,False,False,False,False,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_19561,902,SUPPORT,REFUTE,REFUTE,Chicken Run 2 is the planned sequel of Chicken Run .,"A sequel , entitled Chicken Run 2 , is currently in development.",True,False,False,False,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_21675,309,SUPPORT,REFUTE,REFUTE,Glenn Hoddle is considered better than Liam Brady .,Despite these qualities Brady is widely considered to have been second best to Glenn Hoddle .,False,False,False,False,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_61068,685,SUPPORT,REFUTE,REFUTE,The TV station WGBH-TV is in Texas .,"WGBH-TV , channel 2 , is a non-commercial educational PBS member television station located in Dallas , Texas .",True,False,False,False,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_51724,711,SUPPORT,REFUTE,REFUTE,Kenneth Lonergan is a renowned businessman .,Kenneth Lonergan ( born in 1954 ) has several companies to his name and has received several business awards .,True,True,True,False,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_49058,260,SUPPORT,REFUTE,REFUTE,The Greek language is spoken in the Mediterranean .,"During antiquity , Greek was a widely spoken lingua franca in the Mediterranean world and many places beyond .",False,False,True,False,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_6394,865,SUPPORT,REFUTE,REFUTE,More than 6 coronavirus deaths have occurred outside mainland China .,"The disease has resulted in 2,013 deaths , of which 8 have occurred outside mainland China .",True,False,False,True,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_32556,491,SUPPORT,REFUTE,REFUTE,"There are less than 188,999 coronavirus cases .","over 188,000 cases have been reported worldwide ; more than 7,500 people have died ; and over 80,000 have recovered .",True,False,True,True,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_36209,663,SUPPORT,REFUTE,REFUTE,The film Rambo : Last Blood earned under $ 90 million globally .,The film has grossed $ 86 million worldwide against a production budget of $ 50 million.,True,False,False,True,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_58386,317,SUPPORT,REFUTE,REFUTE,T2 Trainspotting is set in and around a city in Scotland .,"T2 Trainspotting is a 2017 British comedy drama film , set in and around Edinburgh , Scotland .",True,True,False,False,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_56368,620,SUPPORT,REFUTE,REFUTE,"The sequel of the film `` Rio '' was released on April 11 , 2014 .","A sequel , Rio 2 , was released on April 11 , 2014 .",True,True,True,False,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_9950,540,SUPPORT,REFUTE,REFUTE,Sparky was a dog in the film Beethoven .,"The Newtons then go to sleep , saying good night to Beethoven , Sparky , and all of the dogs they rescued.",False,False,False,False,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_6437,837,SUPPORT,REFUTE,REFUTE,"Fewer than 43,000 coronavirus cases have been confirmed by February 10 .","As of 10 February , 42,729 cases have been confirmed worldwide , over 99 % in mainland China .",True,False,False,True,False
wrong_polarity_SUPPORT_to_REFUTE,tals_vitaminc_validation_sample1000_validation_38079,903,SUPPORT,REFUTE,REFUTE,"The total of confirmed cases is more than 59,000 with less than 5,500 deaths .","The total of confirmed cases is 59,138 , with 5,476 deaths , and 7,024 recoveries .",True,False,False,True,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_23167,951,NOT_ENTITLED,SUPPORT,SUPPORT,The Israel Baseball League is currently inactive .,others include the Israel Baseball League.,False,False,False,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_41192,376,NOT_ENTITLED,SUPPORT,SUPPORT,Raees ' grosses in India were 194.6 crores .,"Domestically , it grossed in India .",True,False,False,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_14972,474,NOT_ENTITLED,SUPPORT,SUPPORT,The Descendants is a drama film .,The Descendants is a 2011 American comedy film directed by Alexander Payne .,True,True,False,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_14451,643,NOT_ENTITLED,SUPPORT,SUPPORT,Most of Sonic Heroes ' development team had worked on previous games .,The remainder of the development team had worked on previous Sonic games .,False,False,False,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_2327,573,NOT_ENTITLED,SUPPORT,SUPPORT,Moto E devices in the US will continue to receive updates for a limited time .,China and the US carrier-branded versions of the device will not receive further updates.,False,False,False,False,True
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_33544,788,NOT_ENTITLED,SUPPORT,SUPPORT,"Universities in Emilia-Romagna , Italy shut down for 7 days at the end of February 2020 .",Universities in Lombardy suspended all activities from 23rd of February until 1st of March .,True,True,True,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_39379,501,NOT_ENTITLED,SUPPORT,SUPPORT,Daddy Yankee is a reggaeton rapper .,'' Despacito '' ( ; English : `` Slowly '' ) is a song by Puerto Rican singer Luis Fonsi featuring Puerto Rican rapper Daddy Yankee .,False,False,False,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_15177,582,NOT_ENTITLED,SUPPORT,SUPPORT,"Amber Heard , Melissa Joan Hart , Ashley Tisdale , Vanessa Kirby and Charlotte Riley were considered as movie stars for The Predator .","In November 2016 , Olivia Munn joined the cast .",True,True,False,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_20284,969,NOT_ENTITLED,SUPPORT,SUPPORT,Aircraft pilots are known for being superstitious .,"F-13 was never assigned ( presumably due to triskaidekaphobia among pilots ) , but after the F/A-18 Hornet , the next announced aircraft was the F-20 Tigershark .",True,False,True,False,True
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_32579,866,NOT_ENTITLED,SUPPORT,SUPPORT,"By 13 March , coronavirus had reached the District of Columbia .","As of 14 March , the epidemic was reported to be present in 47 of the 50 states , plus the District of Columbia .",True,False,False,False,False
false_SUPPORT_on_NE,tals_vitaminc_validation_sample1000_validation_38109,311,NOT_ENTITLED,SUPPORT,SUPPORT,"La Scala , Duomo di Milano , and Piccolo Teatro in Milan were closed until further notice due to the pandemic .","La Scala , Duomo di Milano , and Piccolo Teatro were closed until further notice .",False,False,True,False,False
