source_row_id,item_role,primary_stratum,secondary_tags,stage176_cohort,intervention_family,native_frame_label,native_frame_prediction,native_frame_correct,independent_frame_judgment,pass1_confidence,gold_frame_assessment,intervention_validity,primary_semantic_phenomenon,diagnostic_failure_locus,recommended_data_action,pass2_confidence,repeat_consistency,matched_control_source_id,matched_control_primary_stratum,matched_control_taxonomy,stage179_diagnostic_class,stage179_centroid_prediction,stage179_centroid_correct,stage179_frame_logit,stage179_head_direction_projection,data_priority_score,model_priority_score,classification_reason
generated_fact_083__none,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,none,1,1,True,compatible,5,gold_consistent,canonical_control,other,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
generated_fact_089__location_swap,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,location_swap,0,0,True,incompatible,5,gold_consistent,clean_single_axis_edit,location_scope,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
generated_fact_089__none,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,none,1,1,True,compatible,5,gold_consistent,canonical_control,other,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
generated_fact_110__role_swap,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,role_swap,0,0,True,incompatible,5,gold_consistent,clean_single_axis_edit,role_relation,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
generated_fact_110__title_name_swap,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,title_name_swap,0,0,True,incompatible,5,gold_consistent,clean_single_axis_edit,title_name_identity,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
generated_fact_115__none,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,none,1,1,True,compatible,5,gold_consistent,canonical_control,other,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
generated_fact_118__none,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,none,1,1,True,compatible,5,gold_consistent,canonical_control,other,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
generated_fact_120__location_swap,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,location_swap,0,0,True,incompatible,5,gold_consistent,clean_single_axis_edit,location_scope,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
generated_fact_128__location_swap,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,location_swap,0,0,True,incompatible,5,gold_consistent,clean_single_axis_edit,location_scope,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
generated_fact_138__location_swap,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,location_swap,0,0,True,incompatible,5,gold_consistent,clean_single_axis_edit,location_scope,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
generated_fact_146__event_swap,control,CLEAN_CONTROL_REFERENCE,"[""HARD_EVENT_IDENTITY"", ""PROVISIONAL_AI_REVIEW""]",none,event_swap,0,0,True,incompatible,5,gold_consistent,clean_single_axis_edit,event_identity,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
generated_fact_146__location_swap,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,location_swap,0,0,True,incompatible,5,gold_consistent,clean_single_axis_edit,location_scope,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
generated_fact_151__role_swap,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,role_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,role_relation,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_158__entity_swap,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,entity_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,entity_identity,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_161__location_swap,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,location_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,location_scope,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_161__polarity_flip,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,polarity_flip,1,1,True,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_165__role_swap,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,role_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,role_relation,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_166__polarity_flip,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,polarity_flip,1,1,True,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_172__location_swap,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,location_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,location_scope,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_176__entity_swap,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,entity_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,entity_identity,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_176__role_swap,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,role_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,role_relation,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_221__role_swap,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,role_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,role_relation,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_227__polarity_flip,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,polarity_flip,1,1,True,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_257__polarity_flip,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,polarity_flip,1,1,True,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_285__polarity_flip,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,polarity_flip,1,1,True,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
generated_fact_297__polarity_flip,control,CONTROL_ANOMALY,"[""CONTROL_CONTAMINATION"", ""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",none,polarity_flip,1,1,True,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,,,,control_selected_native_correct,,,,,0,0,control_has_data_model_or_semantic_anomaly
museum_purchase__location_swap,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,location_swap,0,0,True,incompatible,5,gold_consistent,clean_single_axis_edit,location_scope,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
reef_protection__none,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,none,1,1,True,compatible,5,gold_consistent,canonical_control,other,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
satellite_launch__location_swap,control,CLEAN_CONTROL_REFERENCE,"[""PROVISIONAL_AI_REVIEW""]",none,location_swap,0,0,True,incompatible,5,gold_consistent,clean_single_axis_edit,location_scope,cannot_determine,keep_unchanged,5,exact,,,,control_selected_native_correct,,,,,0,0,clean_correct_control
