source_row_id,item_role,primary_stratum,secondary_tags,stage176_cohort,intervention_family,native_frame_label,native_frame_prediction,native_frame_correct,independent_frame_judgment,pass1_confidence,gold_frame_assessment,intervention_validity,primary_semantic_phenomenon,diagnostic_failure_locus,recommended_data_action,pass2_confidence,repeat_consistency,matched_control_source_id,matched_control_primary_stratum,matched_control_taxonomy,stage179_diagnostic_class,stage179_centroid_prediction,stage179_centroid_correct,stage179_frame_logit,stage179_head_direction_projection,data_priority_score,model_priority_score,classification_reason
generated_fact_230__title_name_swap,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,title_name_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,title_name_identity,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_080__title_name_swap,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""clean_single_axis_edit"", ""primary_semantic_phenomenon"": ""title_name_identity"", ""recommended_data_action"": ""keep_unchanged""}",both_correct,0,True,-0.19951178133487701,-0.39811912178993225,6,5,predeclared_stratum_conditions_met
generated_fact_238__location_swap,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,location_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,location_scope,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_073__location_swap,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""clean_single_axis_edit"", ""primary_semantic_phenomenon"": ""location_scope"", ""recommended_data_action"": ""keep_unchanged""}",both_correct,0,True,-0.22242246568202972,-0.4373593330383301,6,5,predeclared_stratum_conditions_met
generated_fact_240__polarity_flip,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",harmful_regression,polarity_flip,1,0,False,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_166__polarity_flip,CONTROL_ANOMALY,"{""diagnostic_failure_locus"": ""data_or_intervention_design"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""compatible"", ""intervention_validity"": ""unnatural_or_broken_text"", ""primary_semantic_phenomenon"": ""polarity"", ""recommended_data_action"": ""redesign_intervention""}",representation_failure,0,False,-0.23256896436214447,-0.4547373950481415,7,3,predeclared_stratum_conditions_met
generated_fact_262__polarity_flip,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",harmful_regression,polarity_flip,1,0,False,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_285__polarity_flip,CONTROL_ANOMALY,"{""diagnostic_failure_locus"": ""data_or_intervention_design"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""compatible"", ""intervention_validity"": ""unnatural_or_broken_text"", ""primary_semantic_phenomenon"": ""polarity"", ""recommended_data_action"": ""redesign_intervention""}",representation_failure,0,False,-0.03357614204287529,-0.11391416937112808,7,3,predeclared_stratum_conditions_met
generated_fact_271__location_swap,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,location_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,location_scope,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_039__location_swap,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""clean_single_axis_edit"", ""primary_semantic_phenomenon"": ""location_scope"", ""recommended_data_action"": ""keep_unchanged""}",both_correct,0,True,-0.31030264496803284,-0.587875247001648,6,5,predeclared_stratum_conditions_met
generated_fact_271__role_swap,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,role_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,role_relation,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_221__role_swap,CONTROL_ANOMALY,"{""diagnostic_failure_locus"": ""data_or_intervention_design"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""unnatural_or_broken_text"", ""primary_semantic_phenomenon"": ""role_relation"", ""recommended_data_action"": ""redesign_intervention""}",both_correct,0,True,-0.21598473191261292,-0.42633315920829773,7,3,predeclared_stratum_conditions_met
generated_fact_273__location_swap,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",beneficial_correction,location_swap,0,0,True,incompatible,5,gold_consistent,unnatural_or_broken_text,location_scope,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_075__location_swap,CLEAN_CONTROL_REFERENCE,"{""diagnostic_failure_locus"": ""cannot_determine"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""incompatible"", ""intervention_validity"": ""clean_single_axis_edit"", ""primary_semantic_phenomenon"": ""location_scope"", ""recommended_data_action"": ""keep_unchanged""}",both_correct,0,True,-0.490130752325058,-0.8958746194839478,6,5,predeclared_stratum_conditions_met
generated_fact_274__polarity_flip,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",harmful_regression,polarity_flip,1,0,False,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_297__polarity_flip,CONTROL_ANOMALY,"{""diagnostic_failure_locus"": ""data_or_intervention_design"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""compatible"", ""intervention_validity"": ""unnatural_or_broken_text"", ""primary_semantic_phenomenon"": ""polarity"", ""recommended_data_action"": ""redesign_intervention""}",representation_failure,0,False,-0.2241073101758957,-0.4402449131011963,7,3,predeclared_stratum_conditions_met
generated_fact_287__polarity_flip,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",harmful_regression,polarity_flip,1,0,False,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_161__polarity_flip,CONTROL_ANOMALY,"{""diagnostic_failure_locus"": ""data_or_intervention_design"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""compatible"", ""intervention_validity"": ""unnatural_or_broken_text"", ""primary_semantic_phenomenon"": ""polarity"", ""recommended_data_action"": ""redesign_intervention""}",representation_failure,0,False,-0.33283570408821106,-0.6264687180519104,7,3,predeclared_stratum_conditions_met
generated_fact_300__polarity_flip,hard,DATA_INTERVENTION_REPAIR_CANDIDATE,"[""DATA_GRAMMAR_ARTIFACT"", ""DATA_POLARITY_LEAK"", ""HARD_POLARITY"", ""LABEL_ADJUDICATION_REQUIRED"", ""PROVISIONAL_AI_REVIEW""]",harmful_regression,polarity_flip,1,0,False,compatible,5,gold_consistent,unnatural_or_broken_text,polarity,data_or_intervention_design,redesign_intervention,5,exact,generated_fact_078__polarity_flip,CONTROL_ANOMALY,"{""diagnostic_failure_locus"": ""data_or_intervention_design"", ""gold_frame_assessment"": ""gold_consistent"", ""independent_frame_judgment"": ""compatible"", ""intervention_validity"": ""unnatural_or_broken_text"", ""primary_semantic_phenomenon"": ""polarity"", ""recommended_data_action"": ""redesign_intervention""}",representation_failure,0,False,-0.6395556926727295,-1.1518008708953857,7,3,predeclared_stratum_conditions_met
